Frequency in Hz	AED_Ref_40mm_LF Sound Reflection Factor continuous Re	Frequency in Hz	AED_Ref_40mm_HF Sound Reflection Factor continuous Re	Frequency in Hz	SpecimenHolder_HF Sound Reflection Factor continuous Re	Frequency in Hz	SpecimenHolder_LF Sound Reflection Factor continuous Re	Frequency in Hz	Air_LF Sound Reflection Factor continuous Re	Frequency in Hz	Air_HF Sound Reflection Factor continuous Re	Frequency in Hz	AED_Ref_40mm_LF Sound Reflection Factor continuous Im	Frequency in Hz	AED_Ref_40mm_HF Sound Reflection Factor continuous Im	Frequency in Hz	SpecimenHolder_HF Sound Reflection Factor continuous Im	Frequency in Hz	SpecimenHolder_LF Sound Reflection Factor continuous Im	Frequency in Hz	Air_LF Sound Reflection Factor continuous Im	Frequency in Hz	Air_HF Sound Reflection Factor continuous Im	
350	0,634824275970459	806,25	0,820154547691345	806,25	0,767620086669922	350	0,922062814235687	350	0,91270250082016	806,25	0,726691603660584	350	-0,0402075052261353	806,25	0,0887065902352333	806,25	-0,626795470714569	350	-0,314221233129501	350	-0,346237629652023	806,25	-0,681122660636902	
353,125	0,638279139995575	809,375	0,820482432842255	809,375	0,754239916801453	353,125	0,923723936080933	353,125	0,913970172405243	809,375	0,711916446685791	353,125	-0,03128582239151	809,375	0,0831201374530792	809,375	-0,639183878898621	353,125	-0,31778883934021	353,125	-0,349738955497742	809,375	-0,691263675689697	
356,25	0,642264842987061	812,5	0,816950142383575	812,5	0,761324644088745	356,25	0,928093194961548	356,25	0,918273091316223	812,5	0,720888137817383	356,25	-0,0286933090537786	812,5	0,0912083834409714	812,5	-0,631536185741425	356,25	-0,326610207557678	356,25	-0,359380632638931	812,5	-0,684804499149323	
359,375	0,642124772071838	815,625	0,815167546272278	815,625	0,764733672142029	359,375	0,925353527069092	359,375	0,914671003818512	815,625	0,725480139255524	359,375	-0,0251417886465788	815,625	0,0930574536323547	815,625	-0,626131176948547	359,375	-0,337056159973145	359,375	-0,370495408773422	815,625	-0,681366503238678	
362,5	0,641503393650055	818,75	0,816324889659882	818,75	0,753794252872467	362,5	0,92273873090744	362,5	0,911813735961914	818,75	0,712673366069794	362,5	-0,0185113307088614	818,75	0,0884515941143036	818,75	-0,634600043296814	362,5	-0,335267722606659	362,5	-0,369374245405197	818,75	-0,68770843744278	
365,625	0,644630432128906	821,875	0,811106264591217	821,875	0,753221094608307	365,625	0,911705136299133	365,625	0,901161134243011	821,875	0,711920857429504	365,625	-0,0109859025105834	821,875	0,0903249084949493	821,875	-0,635041952133179	365,625	-0,334546446800232	365,625	-0,367393612861633	821,875	-0,68765914440155	
368,75	0,650134444236755	825	0,805476546287537	825	0,764745235443115	368,75	0,9237260222435	368,75	0,912832677364349	825	0,723042726516724	368,75	-0,00473509822040796	825	0,0988631621003151	825	-0,630719482898712	368,75	-0,337782025337219	368,75	-0,372431516647339	825	-0,686210751533508	
371,875	0,659740686416626	828,125	0,805331170558929	828,125	0,762758433818817	371,875	0,937612235546112	371,875	0,925965011119843	828,125	0,720325887203217	371,875	0,00142915069591254	828,125	0,095802828669548	828,125	-0,633310973644257	371,875	-0,346872061491013	371,875	-0,382600426673889	828,125	-0,689416229724884	
375	0,647016286849976	831,25	0,791390419006348	831,25	0,751468241214752	375	0,901777923107147	375	0,888315260410309	831,25	0,71206659078598	375	0,00858259201049805	831,25	0,0956371873617172	831,25	-0,613888144493103	375	-0,349317669868469	375	-0,38158854842186	831,25	-0,669784486293793	
378,125	0,655100703239441	834,375	0,808613181114197	834,375	0,738202393054962	378,125	0,904659450054169	378,125	0,892055749893188	834,375	0,697858452796936	378,125	0,0109616396948695	834,375	0,0890932157635689	834,375	-0,636097311973572	378,125	-0,355324149131775	378,125	-0,388167947530746	834,375	-0,688482403755188	
381,25	0,663307249546051	837,5	0,811743140220642	837,5	0,742267549037933	381,25	0,920181453227997	381,25	0,909375846385956	837,5	0,700431406497955	381,25	0,0197782143950462	837,5	0,0929564610123634	837,5	-0,646685540676117	381,25	-0,34453022480011	381,25	-0,379276126623154	837,5	-0,69892156124115	
384,375	0,660633981227875	840,625	0,808513820171356	840,625	0,741399824619293	384,375	0,901306092739105	384,375	0,889008224010468	840,625	0,697959780693054	384,375	0,0203722100704908	840,625	0,093841664493084	840,625	-0,65121454000473	384,375	-0,352928102016449	384,375	-0,386220663785934	840,625	-0,703586637973785	
387,5	0,664901852607727	843,75	0,807464063167572	843,75	0,734587907791138	387,5	0,902884006500244	387,5	0,888996481895447	843,75	0,691403687000275	387,5	0,0159933120012283	843,75	0,092056043446064	843,75	-0,651569247245789	387,5	-0,369375437498093	387,5	-0,404135674238205	843,75	-0,703972101211548	
390,625	0,67388391494751	846,875	0,811460137367249	846,875	0,73731142282486	390,625	0,909425318241119	390,625	0,89494001865387	846,875	0,693446636199951	390,625	0,0190473366528749	846,875	0,0985189154744148	846,875	-0,657544136047363	390,625	-0,377413541078568	390,625	-0,413216710090637	846,875	-0,71017986536026	
393,75	0,681210279464722	850	0,810915589332581	850	0,739250361919403	393,75	0,917215406894684	393,75	0,905266880989075	850	0,695042967796326	393,75	0,0335763171315193	850	0,101025149226189	850	-0,663524806499481	393,75	-0,359512031078339	393,75	-0,395034313201904	850	-0,716109991073608	
396,875	0,685370743274689	853,125	0,805389225482941	853,125	0,744058907032013	396,875	0,916715443134308	396,875	0,905102849006653	853,125	0,69859790802002	396,875	0,0382323376834393	853,125	0,108145408332348	853,125	-0,663544178009033	396,875	-0,358937352895737	396,875	-0,394864857196808	853,125	-0,716871857643127	
400	0,68854558467865	856,25	0,79860383272171	856,25	0,741300821304321	400	0,916472613811493	400	0,904821455478668	856,25	0,698220431804657	400	0,0434114150702953	856,25	0,105102315545082	856,25	-0,650976300239563	400	-0,357313603162766	400	-0,394343018531799	856,25	-0,70489764213562	
403,125	0,690836489200592	859,375	0,79714560508728	859,375	0,733737111091614	403,125	0,916444778442383	403,125	0,904653310775757	859,375	0,690915524959564	403,125	0,0476441606879234	859,375	0,100460760295391	859,375	-0,650746881961823	403,125	-0,358706384897232	403,125	-0,396193414926529	859,375	-0,704337954521179	
406,25	0,693153560161591	862,5	0,799776971340179	862,5	0,73107385635376	406,25	0,901221573352814	406,25	0,890355110168457	862,5	0,6873819231987	406,25	0,0444189123809338	862,5	0,103846073150635	862,5	-0,659381330013275	406,25	-0,36703085899353	406,25	-0,402371644973755	862,5	-0,711674749851227	
409,375	0,690387964248657	865,625	0,801161408424377	865,625	0,731308579444885	409,375	0,889356434345245	409,375	0,875361502170563	865,625	0,687457680702209	409,375	0,0422753654420376	865,625	0,109066441655159	865,625	-0,662405371665955	409,375	-0,382798403501511	409,375	-0,41710638999939	865,625	-0,714587807655334	
412,5	0,698626637458801	868,75	0,803770899772644	868,75	0,731445729732513	412,5	0,885649859905243	412,5	0,870557963848114	868,75	0,687221050262451	412,5	0,0381449870765209	868,75	0,113661929965019	868,75	-0,666241645812988	412,5	-0,395098805427551	412,5	-0,429979532957077	868,75	-0,718348860740662	
415,625	0,710332274436951	871,875	0,805840134620667	871,875	0,725903928279877	415,625	0,905446231365204	415,625	0,890602946281433	871,875	0,681643009185791	415,625	0,0451889149844646	871,875	0,111401222646236	871,875	-0,670549690723419	415,625	-0,393151700496674	415,625	-0,430248022079468	871,875	-0,722600698471069	
418,75	0,706414759159088	875	0,801472544670105	875	0,722662806510925	418,75	0,888983011245728	418,75	0,874114811420441	875	0,678151071071625	418,75	0,046244241297245	875	0,113023117184639	875	-0,668349325656891	418,75	-0,395448535680771	418,75	-0,430418789386749	875	-0,72082245349884	
421,875	0,713131308555603	878,125	0,803876459598541	878,125	0,722200810909271	421,875	0,894025862216949	421,875	0,876051783561707	878,125	0,677492439746857	421,875	0,0434572398662567	878,125	0,112606354057789	878,125	-0,672220528125763	421,875	-0,412172913551331	421,875	-0,447719305753708	878,125	-0,724263429641724	
425	0,714165925979614	881,25	0,804193139076233	881,25	0,716089367866516	425	0,89294707775116	425	0,876687169075012	881,25	0,671464145183563	425	0,0457926541566849	881,25	0,110456988215446	881,25	-0,67383199930191	425	-0,402980625629425	425	-0,439550399780273	881,25	-0,725061774253845	
428,125	0,715971529483795	884,375	0,801624059677124	884,375	0,716790616512299	428,125	0,893590152263641	428,125	0,881337702274323	884,375	0,671683490276337	428,125	0,0586033388972282	884,375	0,114472046494484	884,375	-0,675448298454285	428,125	-0,380573570728302	428,125	-0,418164879083633	884,375	-0,727369010448456	
431,25	0,723987221717834	887,5	0,796473801136017	887,5	0,713297963142395	431,25	0,894257366657257	431,25	0,878635287284851	887,5	0,668581604957581	431,25	0,0488854311406612	887,5	0,115120612084866	887,5	-0,672095954418182	431,25	-0,40680342912674	431,25	-0,444412231445313	887,5	-0,72379994392395	
434,375	0,72387433052063	890,625	0,799702405929565	890,625	0,709559321403503	434,375	0,894415140151978	434,375	0,879026651382446	890,625	0,664790034294128	434,375	0,0543766245245934	890,625	0,113578639924526	890,625	-0,675895154476166	434,375	-0,40095642209053	434,375	-0,438953697681427	890,625	-0,727196574211121	
437,5	0,72516393661499	893,75	0,808215320110321	893,75	0,711233675479889	437,5	0,896927535533905	437,5	0,881094515323639	893,75	0,665375769138336	437,5	0,0564093515276909	893,75	0,116806514561176	893,75	-0,686235368251801	437,5	-0,400619745254517	437,5	-0,439650624990463	893,75	-0,736849248409271	
440,625	0,727243602275848	896,875	0,806132555007935	896,875	0,706788539886475	440,625	0,893095135688782	440,625	0,877962350845337	896,875	0,661467909812927	440,625	0,0577375628054142	896,875	0,114383198320866	896,875	-0,686255216598511	440,625	-0,397397816181183	440,625	-0,436733365058899	896,875	-0,737130105495453	
443,75	0,731298446655273	900	0,805347084999084	900	0,708141803741455	443,75	0,889169752597809	443,75	0,87209564447403	900	0,662728786468506	443,75	0,0543063655495644	900	0,120769962668419	900	-0,685268342494965	443,75	-0,410709142684937	443,75	-0,449538290500641	900	-0,736593723297119	
446,875	0,732512772083282	903,125	0,801311254501343	903,125	0,704401910305023	446,875	0,884973406791687	446,875	0,869482576847076	903,125	0,658594071865082	446,875	0,0570860989391804	903,125	0,11926132440567	903,125	-0,685188055038452	446,875	-0,406676858663559	446,875	-0,445381551980972	903,125	-0,736191630363464	
450	0,7408646941185	906,25	0,803793251514435	906,25	0,702985107898712	450	0,901015520095825	450	0,885113835334778	906,25	0,656476497650146	450	0,0640845224261284	906,25	0,12407261133194	906,25	-0,689360678195953	450	-0,406892687082291	450	-0,447253048419952	906,25	-0,739932239055634	
453,125	0,740156769752502	909,375	0,810342609882355	909,375	0,704260110855103	453,125	0,902597010135651	453,125	0,8858802318573	909,375	0,657652676105499	453,125	0,0638984739780426	909,375	0,12844106554985	909,375	-0,694801151752472	453,125	-0,4089035987854	453,125	-0,45019793510437	909,375	-0,745808362960815	
456,25	0,747933030128479	912,5	0,81512451171875	912,5	0,698576927185059	456,25	0,910615682601929	456,25	0,892738044261932	912,5	0,651829421520233	456,25	0,0665159597992897	912,5	0,122267983853817	912,5	-0,699514865875244	456,25	-0,414106756448746	456,25	-0,456575155258179	912,5	-0,749845266342163	
459,375	0,749602973461151	915,625	0,815214991569519	915,625	0,695916473865509	459,375	0,897563934326172	459,375	0,879497885704041	915,625	0,649164259433746	459,375	0,0605807267129421	915,625	0,123252063989639	915,625	-0,700406670570374	459,375	-0,423279762268066	459,375	-0,464268803596497	915,625	-0,75082916021347	
462,5	0,75224769115448	918,75	0,813657939434052	918,75	0,692973673343658	462,5	0,886047899723053	462,5	0,867957174777985	918,75	0,646446526050568	462,5	0,0548046603798866	918,75	0,125235989689827	918,75	-0,698768794536591	462,5	-0,435885071754456	462,5	-0,475443303585052	918,75	-0,749164283275604	
465,625	0,75747275352478	921,875	0,806939244270325	921,875	0,691377341747284	465,625	0,888393640518188	465,625	0,869632542133331	921,875	0,645108461380005	465,625	0,0577864460647106	921,875	0,128318160772324	921,875	-0,697607040405273	465,625	-0,439883440732956	465,625	-0,479605942964554	921,875	-0,748280942440033	
468,75	0,758075594902039	925	0,80812793970108	925	0,690779864788055	468,75	0,88788628578186	468,75	0,869565367698669	925	0,644137859344482	468,75	0,0610803030431271	925	0,128229603171349	925	-0,699577033519745	468,75	-0,438335388898849	468,75	-0,478395611047745	925	-0,750207185745239	
471,875	0,760149776935577	928,125	0,813400506973267	928,125	0,694151341915131	471,875	0,877523064613342	471,875	0,858591735363007	928,125	0,647321999073029	471,875	0,0504978969693184	928,125	0,132981047034264	928,125	-0,703066110610962	471,875	-0,452566415071487	471,875	-0,492314010858536	928,125	-0,753526389598846	
475	0,758008599281311	931,25	0,811011373996735	931,25	0,685010254383087	475	0,875105082988739	475	0,856220602989197	931,25	0,637424468994141	475	0,0532208979129791	931,25	0,128054842352867	931,25	-0,706386983394623	475	-0,450964629650116	475	-0,490482956171036	931,25	-0,756489753723145	
478,125	0,755067527294159	934,375	0,812851011753082	934,375	0,684530079364777	478,125	0,874926149845123	478,125	0,856890439987183	934,375	0,636532962322235	478,125	0,0567460022866726	934,375	0,130705952644348	934,375	-0,708423256874084	478,125	-0,438736736774445	478,125	-0,479291260242462	934,375	-0,758550643920898	
481,25	0,763823628425598	937,5	0,81344085931778	937,5	0,681333780288696	481,25	0,885185837745667	481,25	0,866401672363281	937,5	0,633567035198212	481,25	0,0643453821539879	937,5	0,128604933619499	937,5	-0,70952308177948	481,25	-0,44080263376236	481,25	-0,482480406761169	937,5	-0,759287238121033	
484,375	0,76331490278244	940,625	0,8142911195755	940,625	0,681054353713989	484,375	0,874264478683472	484,375	0,854926347732544	940,625	0,633247494697571	484,375	0,0553757660090923	940,625	0,130925640463829	940,625	-0,710072219371796	484,375	-0,45035445690155	484,375	-0,491491168737412	940,625	-0,760230004787445	
487,5	0,763953804969788	943,75	0,815877437591553	943,75	0,676694214344025	487,5	0,875162482261658	487,5	0,856299340724945	943,75	0,628291070461273	487,5	0,0613451525568962	943,75	0,127878189086914	943,75	-0,717077255249023	487,5	-0,445534020662308	487,5	-0,487159103155136	943,75	-0,766461133956909	
490,625	0,766762256622314	946,875	0,816384017467499	946,875	0,675642251968384	490,625	0,871992111206055	490,625	0,852780401706696	946,875	0,627550005912781	490,625	0,059266421943903	946,875	0,128198653459549	946,875	-0,717357695102692	490,625	-0,451144963502884	490,625	-0,492744445800781	946,875	-0,7665114402771	
493,75	0,765290439128876	950	0,815583348274231	950	0,674006640911102	493,75	0,866166353225708	493,75	0,846489727497101	950	0,625993490219116	493,75	0,0578786320984364	950	0,131032153964043	950	-0,71776807308197	493,75	-0,453757911920547	493,75	-0,494911193847656	950	-0,766863107681274	
496,875	0,767132341861725	953,125	0,814976513385773	953,125	0,674908995628357	496,875	0,86731743812561	496,875	0,847352862358093	953,125	0,626566529273987	496,875	0,0585411265492439	953,125	0,135003536939621	953,125	-0,718199014663696	496,875	-0,455292761325836	496,875	-0,497522175312042	953,125	-0,768184304237366	
500	0,777800977230072	956,25	0,815666973590851	956,25	0,670126378536224	500	0,873378753662109	500	0,852335035800934	956,25	0,621630489826202	500	0,0582498870790005	956,25	0,133542418479919	956,25	-0,718196272850037	500	-0,466633349657059	500	-0,508906245231628	956,25	-0,767808675765991	
503,125	0,778290748596191	959,375	0,816623628139496	959,375	0,664987027645111	503,125	0,869741916656494	503,125	0,848184764385223	959,375	0,616441607475281	503,125	0,0564680770039558	959,375	0,131177589297295	959,375	-0,721369981765747	503,125	-0,471325129270554	503,125	-0,513167381286621	959,375	-0,770338177680969	
506,25	0,779877126216888	962,5	0,817903459072113	962,5	0,664530456066132	506,25	0,869770169258118	506,25	0,84838342666626	962,5	0,61586332321167	506,25	0,0598669052124023	962,5	0,130786940455437	962,5	-0,725821971893311	506,25	-0,471612006425858	506,25	-0,513496696949005	962,5	-0,774738907814026	
509,375	0,784910619258881	965,625	0,818248212337494	965,625	0,663095831871033	509,375	0,869410872459412	509,375	0,847321033477783	965,625	0,614304006099701	509,375	0,0563181638717651	965,625	0,132195383310318	965,625	-0,727079033851624	509,375	-0,47875788807869	509,375	-0,521094858646393	965,625	-0,775888621807098	
512,5	0,782179474830627	968,75	0,821418046951294	968,75	0,664557695388794	512,5	0,86147141456604	512,5	0,839336931705475	968,75	0,615489304065704	512,5	0,0525855161249638	968,75	0,134326606988907	968,75	-0,729270458221436	512,5	-0,480708241462708	512,5	-0,523106694221497	968,75	-0,778254568576813	
515,625	0,780438959598541	971,875	0,819929182529449	971,875	0,657829821109772	515,625	0,86286598443985	515,625	0,841100633144379	971,875	0,608774721622467	515,625	0,0588662996888161	971,875	0,130825772881508	971,875	-0,731193244457245	515,625	-0,475258827209473	515,625	-0,518403112888336	971,875	-0,779780745506287	
518,75	0,781076788902283	975	0,820061802864075	975	0,656476259231567	518,75	0,862177193164825	518,75	0,840843260288239	975	0,607483565807343	518,75	0,0612204484641552	975	0,133094117045403	975	-0,731329321861267	518,75	-0,473953515291214	518,75	-0,517332136631012	975	-0,779609322547913	
521,875	0,788637638092041	978,125	0,820484817028046	978,125	0,654602825641632	521,875	0,857518553733826	521,875	0,834973514080048	978,125	0,605383634567261	521,875	0,0520560368895531	978,125	0,133900389075279	978,125	-0,732991456985474	521,875	-0,488721460103989	521,875	-0,531719923019409	978,125	-0,781337559223175	
525	0,786444544792175	981,25	0,818049073219299	981,25	0,65026980638504	525	0,854469120502472	525	0,8316450715065	981,25	0,601120710372925	525	0,0526387952268124	981,25	0,132808595895767	981,25	-0,733475387096405	525	-0,488837420940399	525	-0,531809270381927	981,25	-0,781632959842682	
528,125	0,792504906654358	984,375	0,8215651512146	984,375	0,650274455547333	528,125	0,861324965953827	528,125	0,838315546512604	984,375	0,600843548774719	528,125	0,0588000155985355	984,375	0,133836224675179	984,375	-0,737257719039917	528,125	-0,490695089101791	528,125	-0,534142971038818	984,375	-0,78542572259903	
531,25	0,791939198970795	987,5	0,822089374065399	987,5	0,648083806037903	531,25	0,85433155298233	531,25	0,83094584941864	987,5	0,598444819450378	531,25	0,0536386631429195	987,5	0,134356752038002	987,5	-0,739182770252228	531,25	-0,494739174842834	531,25	-0,537896573543549	987,5	-0,7872354388237	
534,375	0,792667627334595	990,625	0,821861028671265	990,625	0,646180629730225	534,375	0,852317154407501	534,375	0,829049050807953	990,625	0,596522450447083	534,375	0,0543569549918175	990,625	0,134405925869942	990,625	-0,73921263217926	534,375	-0,49589678645134	534,375	-0,539080023765564	990,625	-0,7872554063797	
537,5	0,794507622718811	993,75	0,825609624385834	993,75	0,643119394779205	537,5	0,850689351558685	537,5	0,827077329158783	993,75	0,593242108821869	537,5	0,0537003912031651	993,75	0,131526350975037	993,75	-0,744658172130585	537,5	-0,499195694923401	537,5	-0,54251354932785	993,75	-0,792495131492615	
540,625	0,7971351146698	996,875	0,826005458831787	996,875	0,642268478870392	540,625	0,850718677043915	540,625	0,826293408870697	996,875	0,592384278774261	540,625	0,0536031685769558	996,875	0,133531555533409	996,875	-0,745590209960938	540,625	-0,503131985664368	540,625	-0,546785295009613	996,875	-0,793376266956329	
543,75	0,793714106082916	1000	0,827436566352844	1000	0,638814628124237	543,75	0,850148379802704	543,75	0,825686693191528	1000	0,588937878608704	543,75	0,0582813881337643	1000	0,132063895463943	1000	-0,749173700809479	543,75	-0,499132245779037	543,75	-0,543432950973511	1000	-0,796518921852112	
546,875	0,803463399410248	1003,125	0,825559198856354	1003,125	0,637484669685364	546,875	0,847384810447693	546,875	0,82237982749939	1003,125	0,587512016296387	546,875	0,0493104793131351	1003,125	0,133710235357285	1003,125	-0,748280107975006	546,875	-0,513245820999146	546,875	-0,556854009628296	1003,125	-0,795663475990295	
550	0,801991701126099	1006,25	0,825359225273132	1006,25	0,635246217250824	550	0,845810353755951	550	0,820655465126038	1006,25	0,585206747055054	550	0,051572859287262	1006,25	0,133695602416992	1006,25	-0,749577283859253	550	-0,511704742908478	550	-0,555444717407227	1006,25	-0,796870708465576	
