Frequency in Hz	Acrylic_99_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_99_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_98_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_98_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_96_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_96_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_97_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_97_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_95_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_95_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_94_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_94_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_93_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_93_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_92_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_92_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_99_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_99_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_98_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_98_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_96_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_96_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_97_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_97_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_95_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_95_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_94_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_94_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_93_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_93_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_92_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_92_HF Normalized Surface Impedance continuous Im	
1103,125	0,389159202575684	646,875	0,432858884334564	646,875	0,554901480674744	1103,125	0,596989154815674	1103,125	1,0122811794281	646,875	0,871027946472168	646,875	0,643547534942627	1103,125	0,680897891521454	1103,125	1,10752642154694	646,875	1,03639185428619	646,875	1,14023971557617	1103,125	1,16329085826874	1103,125	1,56139719486237	646,875	1,24758398532867	646,875	1,53245377540588	1103,125	1,95288777351379	1103,125	-1,64586317539215	646,875	-2,61964392662048	646,875	-2,39590382575989	1103,125	-1,41353154182434	1103,125	-1,12394976615906	646,875	-2,18082189559937	646,875	-2,22049856185913	1103,125	-1,24483716487885	1103,125	-1,19245660305023	646,875	-2,07579898834229	646,875	-2,00737714767456	1103,125	-0,847992122173309	1103,125	-1,11064040660858	646,875	-1,99440431594849	646,875	-1,89711666107178	1103,125	-0,86531126499176	
1106,25	0,404904127120972	650	0,43435475230217	650	0,555825531482697	1106,25	0,609618723392487	1106,25	1,02245724201202	650	0,873942255973816	650	0,64538562297821	1106,25	0,692646563053131	1106,25	1,10923624038696	650	1,03900134563446	650	1,14303398132324	1106,25	1,17962884902954	1106,25	1,56181669235229	650	1,25062251091003	650	1,5353946685791	1106,25	1,95083403587341	1106,25	-1,63332176208496	650	-2,60944676399231	650	-2,38727879524231	1106,25	-1,40308499336243	1106,25	-1,11433613300323	650	-2,17207312583923	650	-2,21134519577026	1106,25	-1,23634624481201	1106,25	-1,16805326938629	650	-2,0655825138092	650	-1,99795842170715	1106,25	-0,838083565235138	1106,25	-1,1022013425827	650	-1,98443043231964	650	-1,88747155666351	1106,25	-0,852926254272461	
1109,375	0,39919438958168	653,125	0,421120166778564	653,125	0,543366551399231	1109,375	0,605153739452362	1109,375	1,01950883865356	653,125	0,865133583545685	653,125	0,635521113872528	1109,375	0,689087212085724	1109,375	1,0951863527298	653,125	1,03015601634979	653,125	1,13511693477631	1109,375	1,18649041652679	1109,375	1,55537223815918	653,125	1,24271249771118	653,125	1,5290732383728	1109,375	1,94920039176941	1109,375	-1,62623000144958	653,125	-2,59698843955994	653,125	-2,37775111198425	1109,375	-1,39508664608002	1109,375	-1,10702526569366	653,125	-2,16253209114075	653,125	-2,20183277130127	1109,375	-1,22921895980835	1109,375	-1,1519113779068	653,125	-2,05690217018127	653,125	-1,99003684520721	1109,375	-0,827962219715118	1109,375	-1,10431945323944	653,125	-1,97741436958313	653,125	-1,88119888305664	1109,375	-0,852380931377411	
1112,5	0,388818323612213	656,25	0,415662735700607	656,25	0,539164960384369	1112,5	0,596363008022308	1112,5	1,01709532737732	656,25	0,864169657230377	656,25	0,632968723773956	1112,5	0,683143734931946	1112,5	1,08283972740173	656,25	1,02995789051056	656,25	1,13544678688049	1112,5	1,19237542152405	1112,5	1,55698752403259	656,25	1,24386072158813	656,25	1,53172695636749	1112,5	1,95588779449463	1112,5	-1,62977004051208	656,25	-2,59104108810425	656,25	-2,37375569343567	1112,5	-1,39909398555756	1112,5	-1,11069548130035	656,25	-2,15679311752319	656,25	-2,1970591545105	1112,5	-1,23190057277679	1112,5	-1,14788377285004	656,25	-2,05117702484131	656,25	-1,98468494415283	1112,5	-0,821849465370178	1112,5	-1,11437356472015	656,25	-1,97218799591064	656,25	-1,87583422660828	1112,5	-0,85468602180481	
1115,625	0,393211781978607	659,375	0,40573787689209	659,375	0,529001712799072	1115,625	0,600864410400391	1115,625	1,02002453804016	659,375	0,857257425785065	659,375	0,625780344009399	1115,625	0,686542987823486	1115,625	1,08307147026062	659,375	1,02350163459778	659,375	1,12997555732727	1115,625	1,20404052734375	1115,625	1,55408978462219	659,375	1,23665773868561	659,375	1,52604162693024	1115,625	1,95815467834473	1115,625	-1,62519729137421	659,375	-2,56513381004334	659,375	-2,35336661338806	1115,625	-1,39374625682831	1115,625	-1,10571885108948	659,375	-2,13777494430542	659,375	-2,17632293701172	1115,625	-1,22706270217896	1115,625	-1,12881350517273	659,375	-2,03337073326111	659,375	-1,96859908103943	1115,625	-0,816053569316864	1115,625	-1,11120510101318	659,375	-1,95715022087097	659,375	-1,86294329166412	1115,625	-0,849933326244354	
1118,75	0,392903566360474	662,5	0,417866408824921	662,5	0,537929117679596	1118,75	0,600575029850006	1118,75	1,02108252048492	662,5	0,867870569229126	662,5	0,636171698570251	1118,75	0,687250316143036	1118,75	1,07896864414215	662,5	1,03272914886475	662,5	1,13891041278839	1118,75	1,21376514434814	1118,75	1,54576015472412	662,5	1,24585926532745	662,5	1,53453052043915	1118,75	1,95515501499176	1118,75	-1,61449944972992	662,5	-2,55860757827759	662,5	-2,34627199172974	1118,75	-1,38450598716736	1118,75	-1,09780097007751	662,5	-2,13027596473694	662,5	-2,16950750350952	1118,75	-1,21774208545685	1118,75	-1,10569965839386	662,5	-2,02460479736328	662,5	-1,95936143398285	1118,75	-0,807095110416412	1118,75	-1,10979032516479	662,5	-1,94675421714783	662,5	-1,8521146774292	1118,75	-0,845657408237457	
1121,875	0,391055703163147	665,625	0,406912505626678	665,625	0,52635395526886	1121,875	0,599672496318817	1121,875	1,0208306312561	665,625	0,861350655555725	665,625	0,628448009490967	1121,875	0,686887323856354	1121,875	1,07768332958221	665,625	1,0270437002182	665,625	1,13417053222656	1121,875	1,22185242176056	1121,875	1,54166209697723	665,625	1,24207651615143	665,625	1,53224885463715	1121,875	1,95464289188385	1121,875	-1,61097645759583	665,625	-2,55019116401672	665,625	-2,33932042121887	1121,875	-1,38047170639038	1121,875	-1,09339570999146	665,625	-2,12361145019531	665,625	-2,16281175613403	1121,875	-1,21390950679779	1121,875	-1,08841323852539	665,625	-2,01806259155273	665,625	-1,95307683944702	1121,875	-0,801710069179535	1121,875	-1,10998940467834	665,625	-1,94039058685303	665,625	-1,84627330303192	1121,875	-0,842887997627258	
1125	0,390545696020126	668,75	0,409608274698257	668,75	0,526624798774719	1125	0,598702549934387	1125	1,02220189571381	668,75	0,864970982074738	668,75	0,631059229373932	1125	0,686516165733337	1125	1,07697856426239	668,75	1,03076124191284	668,75	1,13813459873199	1125	1,23020386695862	1125	1,53968930244446	668,75	1,24585688114166	668,75	1,53643298149109	1125	1,95819735527039	1125	-1,61056089401245	668,75	-2,53729867935181	668,75	-2,32772040367126	1125	-1,37987792491913	1125	-1,0936998128891	668,75	-2,1123046875	668,75	-2,15201640129089	1125	-1,21334969997406	1125	-1,07659363746643	668,75	-2,00598454475403	668,75	-1,9422070980072	1125	-0,797382950782776	1125	-1,11256909370422	668,75	-1,9288295507431	668,75	-1,83441305160522	1125	-0,840603530406952	
1128,125	0,393682986497879	671,875	0,413983285427094	671,875	0,528369247913361	1128,125	0,600719928741455	1128,125	1,02449262142181	671,875	0,870656728744507	671,875	0,636239111423492	1128,125	0,688668251037598	1128,125	1,07758688926697	671,875	1,03598976135254	671,875	1,14346134662628	1128,125	1,23785126209259	1128,125	1,53536939620972	671,875	1,25065314769745	671,875	1,54129242897034	1128,125	1,95868468284607	1128,125	-1,60206305980682	671,875	-2,52748703956604	671,875	-2,31857824325562	1128,125	-1,37362897396088	1128,125	-1,08992683887482	671,875	-2,10385131835938	671,875	-2,14395999908447	1128,125	-1,20855164527893	1128,125	-1,06068849563599	671,875	-1,99700427055359	671,875	-1,93413698673248	1128,125	-0,790740787982941	1128,125	-1,11366748809814	671,875	-1,92043423652649	671,875	-1,82623732089996	1128,125	-0,836292207241058	
1131,25	0,387732654809952	675	0,415080606937408	675	0,526863813400269	1131,25	0,5967156291008	1131,25	1,02150475978851	675	0,873692393302917	675	0,638306796550751	1131,25	0,685600101947784	1131,25	1,07803344726563	675	1,03904402256012	675	1,1464250087738	1131,25	1,24557590484619	1131,25	1,52233028411865	675	1,25382304191589	675	1,54581594467163	1131,25	1,95340704917908	1131,25	-1,58994734287262	675	-2,51766729354858	675	-2,3091299533844	1131,25	-1,36216104030609	1131,25	-1,08100724220276	675	-2,09549784660339	675	-2,13602089881897	1131,25	-1,19906175136566	1131,25	-1,0381920337677	675	-1,98819828033447	675	-1,92592263221741	1131,25	-0,78384804725647	1131,25	-1,11429846286774	675	-1,91253173351288	675	-1,81865298748016	1131,25	-0,83557653427124	
1134,375	0,391091763973236	678,125	0,419425636529922	678,125	0,527513206005096	1134,375	0,600361943244934	1134,375	1,02610516548157	678,125	0,875765204429626	678,125	0,640430510044098	1134,375	0,690188109874725	1134,375	1,08215224742889	678,125	1,04025292396545	678,125	1,14752840995789	1134,375	1,25345098972321	1134,375	1,5223935842514	678,125	1,25435149669647	678,125	1,54533421993256	1134,375	1,95875644683838	1134,375	-1,5870213508606	678,125	-2,49792957305908	678,125	-2,28829383850098	1134,375	-1,35819125175476	1134,375	-1,07816100120544	678,125	-2,0787193775177	678,125	-2,11967587471008	1134,375	-1,1965240240097	1134,375	-1,0280659198761	678,125	-1,97115898132324	678,125	-1,91096794605255	1134,375	-0,778532207012177	1134,375	-1,11536109447479	678,125	-1,89661049842834	678,125	-1,8035284280777	1134,375	-0,830142319202423	
1137,5	0,384256035089493	681,25	0,410664230585098	681,25	0,518010199069977	1137,5	0,595247209072113	1137,5	1,02363622188568	681,25	0,870163261890411	681,25	0,634209811687469	1137,5	0,686402320861816	1137,5	1,08424282073975	681,25	1,0350581407547	681,25	1,14293015003204	1137,5	1,25839173793793	1137,5	1,51268339157104	681,25	1,24891197681427	681,25	1,54035747051239	1137,5	1,9556348323822	1137,5	-1,5771290063858	681,25	-2,48060131072998	681,25	-2,27036476135254	1137,5	-1,35194396972656	1137,5	-1,07521283626556	681,25	-2,06576085090637	681,25	-2,10606098175049	1137,5	-1,18869400024414	1137,5	-1,01329958438873	681,25	-1,95866250991821	681,25	-1,90025389194489	1137,5	-0,774466931819916	1137,5	-1,11594498157501	681,25	-1,88619911670685	681,25	-1,79463267326355	1137,5	-0,830584943294525	
1140,625	0,378943502902985	684,375	0,408584803342819	684,375	0,515745162963867	1140,625	0,590989649295807	1140,625	1,02104163169861	684,375	0,871860206127167	684,375	0,63419234752655	1140,625	0,683092951774597	1140,625	1,08504986763	684,375	1,036656498909	684,375	1,14532613754272	1140,625	1,26347470283508	1140,625	1,50352799892426	684,375	1,25075209140778	684,375	1,5441130399704	1140,625	1,9580944776535	1140,625	-1,5761890411377	684,375	-2,47678065299988	684,375	-2,26399922370911	1140,625	-1,35138344764709	1140,625	-1,07529091835022	684,375	-2,06127285957336	684,375	-2,1024374961853	1140,625	-1,1860591173172	1140,625	-1,0033905506134	684,375	-1,95263683795929	684,375	-1,895143866539	1140,625	-0,772662758827209	1140,625	-1,1210560798645	684,375	-1,88111484050751	684,375	-1,78869271278381	1140,625	-0,831501424312592	
1143,75	0,37821227312088	687,5	0,413177937269211	687,5	0,519554793834686	1143,75	0,590579330921173	1143,75	1,02018988132477	687,5	0,875422775745392	687,5	0,638678729534149	1143,75	0,684527099132538	1143,75	1,08976638317108	687,5	1,04007017612457	687,5	1,14795196056366	1143,75	1,27064692974091	1143,75	1,48994147777557	687,5	1,25258886814117	687,5	1,54560780525208	1143,75	1,95362722873688	1143,75	-1,56199157238007	687,5	-2,45623683929443	687,5	-2,24143981933594	1143,75	-1,33942902088165	1143,75	-1,06612002849579	687,5	-2,04414248466492	687,5	-2,084721326828	1143,75	-1,17490553855896	1143,75	-0,987328827381134	687,5	-1,93529212474823	687,5	-1,87928462028503	1143,75	-0,765142023563385	1143,75	-1,1159485578537	687,5	-1,86521422863007	687,5	-1,77451992034912	1143,75	-0,828564584255219	
1146,875	0,371662139892578	690,625	0,410101473331451	690,625	0,516401886940002	1146,875	0,584681451320648	1146,875	1,01826691627502	690,625	0,874657332897186	690,625	0,636765956878662	1146,875	0,67992639541626	1146,875	1,09044098854065	690,625	1,03965401649475	690,625	1,1465630531311	1146,875	1,27352929115295	1146,875	1,47857582569122	690,625	1,25187623500824	690,625	1,54588449001312	1146,875	1,95444774627686	1146,875	-1,56249487400055	690,625	-2,4427797794342	690,625	-2,22698926925659	1146,875	-1,33752119541168	1146,875	-1,06718981266022	690,625	-2,03465390205383	690,625	-2,0754656791687	1146,875	-1,17222511768341	1146,875	-0,976041257381439	690,625	-1,92535877227783	690,625	-1,87050127983093	1146,875	-0,761386752128601	1146,875	-1,12303817272186	690,625	-1,85592067241669	690,625	-1,76687347888947	1146,875	-0,831219613552094	
1150	0,374486804008484	693,75	0,416143774986267	693,75	0,521552801132202	1150	0,587524950504303	1150	1,01927125453949	693,75	0,883360028266907	693,75	0,642359375953674	1150	0,681721031665802	1150	1,09867811203003	693,75	1,04794311523438	693,75	1,15464580059052	1150	1,28236818313599	1150	1,47499656677246	693,75	1,25988709926605	693,75	1,55518960952759	1150	1,96116089820862	1150	-1,56837284564972	693,75	-2,44534683227539	693,75	-2,22595715522766	1150	-1,34292662143707	1150	-1,07052743434906	693,75	-2,03420305252075	693,75	-2,07746767997742	1150	-1,17631638050079	1150	-0,97070300579071	693,75	-1,92254114151001	693,75	-1,86781203746796	1150	-0,761122643947601	1150	-1,12742352485657	693,75	-1,85219144821167	693,75	-1,76037907600403	1150	-0,825702428817749	
1153,125	0,377070546150208	696,875	0,420291125774384	696,875	0,526286602020264	1153,125	0,588136553764343	1153,125	1,01828348636627	696,875	0,887141644954681	696,875	0,64478474855423	1153,125	0,682837009429932	1153,125	1,10454154014587	696,875	1,05002927780151	696,875	1,15604782104492	1153,125	1,28783512115479	1153,125	1,46438300609589	696,875	1,26093423366547	696,875	1,55478978157043	1153,125	1,9610880613327	1153,125	-1,55998945236206	696,875	-2,4310839176178	696,875	-2,2108051776886	1153,125	-1,336874127388	1153,125	-1,06510293483734	696,875	-2,02277612686157	696,875	-2,06624484062195	1153,125	-1,17079317569733	1153,125	-0,963058352470398	696,875	-1,91011309623718	696,875	-1,85601329803467	1153,125	-0,757683157920837	1153,125	-1,1244615316391	696,875	-1,84017527103424	696,875	-1,74891626834869	1153,125	-0,820898354053497	
1156,25	0,382423937320709	700	0,398908257484436	700	0,508040845394135	1156,25	0,59242194890976	1156,25	1,01953649520874	700	0,871552169322968	700	0,62760978937149	1156,25	0,687034666538239	1156,25	1,11066102981567	700	1,03598499298096	700	1,14387309551239	1156,25	1,29285264015198	1156,25	1,4555629491806	700	1,24889194965363	700	1,54461920261383	1156,25	1,95933473110199	1156,25	-1,55133712291718	700	-2,4233992099762	700	-2,20140027999878	1156,25	-1,32785832881927	1156,25	-1,0588550567627	700	-2,01939344406128	700	-2,06137037277222	1156,25	-1,16260778903961	1156,25	-0,95381224155426	700	-1,90630781650543	700	-1,85382163524628	1156,25	-0,751915097236633	1156,25	-1,11705958843231	700	-1,83742785453796	700	-1,74790668487549	1156,25	-0,8163081407547	
1159,375	0,379180520772934	703,125	0,386353015899658	703,125	0,497436910867691	1159,375	0,589243054389954	1159,375	1,01577484607697	703,125	0,86390233039856	703,125	0,617909967899323	1159,375	0,686433136463165	1159,375	1,11493837833405	703,125	1,02966225147247	703,125	1,13863241672516	1159,375	1,29888331890106	1159,375	1,4384343624115	703,125	1,24319851398468	703,125	1,54169952869415	1159,375	1,95623195171356	1159,375	-1,54186153411865	703,125	-2,41339874267578	703,125	-2,18973326683044	1159,375	-1,31935548782349	1159,375	-1,05439639091492	703,125	-2,0120325088501	703,125	-2,05387711524963	1159,375	-1,1550155878067	1159,375	-0,942591965198517	703,125	-1,89947962760925	703,125	-1,84937679767609	1159,375	-0,747749388217926	1159,375	-1,11605060100555	703,125	-1,83274209499359	703,125	-1,74535238742828	1159,375	-0,816332101821899	
1162,5	0,379716664552689	706,25	0,396904170513153	706,25	0,508319497108459	1162,5	0,588318228721619	1162,5	1,01523876190186	706,25	0,871208190917969	706,25	0,625776052474976	1162,5	0,687826812267303	1162,5	1,12064182758331	706,25	1,03498578071594	706,25	1,14121079444885	1162,5	1,30504631996155	1162,5	1,42444658279419	706,25	1,24418675899506	706,25	1,54097366333008	1162,5	1,95401263237	1162,5	-1,53578853607178	706,25	-2,38378596305847	706,25	-2,16018414497375	1162,5	-1,31539225578308	1162,5	-1,04966628551483	706,25	-1,98651921749115	706,25	-2,02853322029114	1162,5	-1,15184426307678	1162,5	-0,936333298683167	706,25	-1,87361371517181	706,25	-1,82474863529205	1162,5	-0,747325420379639	1162,5	-1,11023199558258	706,25	-1,80682694911957	706,25	-1,72184979915619	1162,5	-0,813966453075409	
1165,625	0,383233428001404	709,375	0,394524574279785	709,375	0,509364724159241	1165,625	0,592021524906158	1165,625	1,013547539711	709,375	0,871425330638886	709,375	0,62427431344986	1165,625	0,688762426376343	1165,625	1,12455344200134	709,375	1,03627145290375	709,375	1,14126789569855	1165,625	1,30983781814575	1165,625	1,41138219833374	709,375	1,24457263946533	709,375	1,54158711433411	1165,625	1,95462465286255	1165,625	-1,52941393852234	709,375	-2,37959933280945	709,375	-2,15467572212219	1165,625	-1,31129312515259	1165,625	-1,04701316356659	709,375	-1,98416101932526	709,375	-2,02497148513794	1165,625	-1,14801561832428	1165,625	-0,928883612155914	709,375	-1,87123000621796	709,375	-1,82214343547821	1165,625	-0,743115961551666	1165,625	-1,10745632648468	709,375	-1,80384171009064	709,375	-1,71933543682098	1165,625	-0,810592234134674	
1168,75	0,371063381433487	712,5	0,376587152481079	712,5	0,495127648115158	1168,75	0,583544850349426	1168,75	1,0070366859436	712,5	0,86074161529541	712,5	0,609849274158478	1168,75	0,68115097284317	1168,75	1,12204551696777	712,5	1,02655386924744	712,5	1,13136184215546	1168,75	1,31060814857483	1168,75	1,39603447914124	712,5	1,23589408397675	712,5	1,53390395641327	1168,75	1,9608941078186	1168,75	-1,53117346763611	712,5	-2,36480617523193	712,5	-2,13910031318665	1168,75	-1,31168067455292	1168,75	-1,05012285709381	712,5	-1,97495985031128	712,5	-2,01229453086853	1168,75	-1,14770984649658	1168,75	-0,927881956100464	712,5	-1,86114156246185	712,5	-1,81355285644531	1168,75	-0,742318272590637	1168,75	-1,11701321601868	712,5	-1,7939887046814	712,5	-1,71192276477814	1168,75	-0,813877165317535	
1171,875	0,366407811641693	715,625	0,387767285108566	715,625	0,506886959075928	1171,875	0,578917741775513	1171,875	1,00000393390656	715,625	0,871649742126465	715,625	0,619928598403931	1171,875	0,679271340370178	1171,875	1,12148439884186	715,625	1,03684687614441	715,625	1,1411200761795	1171,875	1,31341826915741	1171,875	1,36918091773987	715,625	1,24652600288391	715,625	1,54354465007782	1171,875	1,95713746547699	1171,875	-1,52260184288025	715,625	-2,35885810852051	715,625	-2,13190221786499	1171,875	-1,30228614807129	1171,875	-1,04372668266296	715,625	-1,96896147727966	715,625	-2,00601744651794	1171,875	-1,13885128498077	1171,875	-0,91918009519577	715,625	-1,85253250598907	715,625	-1,80419766902924	1171,875	-0,738197267055511	1171,875	-1,10755157470703	715,625	-1,78309988975525	715,625	-1,6995438337326	1171,875	-0,814577341079712	
1175	0,369804859161377	718,75	0,396496742963791	718,75	0,515933275222778	1175	0,582779288291931	1175	1,00129652023315	718,75	0,877305388450623	718,75	0,626379668712616	1175	0,683024227619171	1175	1,1274950504303	718,75	1,04176235198975	718,75	1,1447536945343	1175	1,32137870788574	1175	1,36048078536987	718,75	1,25040340423584	718,75	1,54487240314484	1175	1,96238851547241	1175	-1,52543699741364	718,75	-2,33942174911499	718,75	-2,11370015144348	1175	-1,30474758148193	1175	-1,04327630996704	718,75	-1,9543422460556	718,75	-1,98982810974121	1175	-1,13983237743378	1175	-0,916209936141968	718,75	-1,83688926696777	718,75	-1,7882137298584	1175	-0,736587524414063	1175	-1,10290789604187	718,75	-1,76660585403442	718,75	-1,68365657329559	1175	-0,809224307537079	
1178,125	0,368987500667572	721,875	0,377716064453125	721,875	0,501960635185242	1178,125	0,581030905246735	1178,125	0,99787175655365	721,875	0,866837620735168	721,875	0,613393545150757	1178,125	0,681063413619995	1178,125	1,12784218788147	721,875	1,03241086006165	721,875	1,13665449619293	1178,125	1,324338555336	1178,125	1,34263622760773	721,875	1,24311399459839	721,875	1,54072821140289	1178,125	1,96481132507324	1178,125	-1,5165022611618	721,875	-2,33642959594727	721,875	-2,1106116771698	1178,125	-1,2978343963623	1178,125	-1,03868210315704	721,875	-1,95741856098175	721,875	-1,98931360244751	1178,125	-1,13411509990692	1178,125	-0,911583662033081	721,875	-1,83873689174652	721,875	-1,78932225704193	1178,125	-0,734122395515442	1178,125	-1,09921169281006	721,875	-1,76843106746674	721,875	-1,68688559532166	1178,125	-0,808781266212463	
