Frequency in Hz	Wool_92_HF_1 Sound Absorption Coefficient continuous	Frequency in Hz	Wool_92_LF_1 Sound Absorption Coefficient continuous	Frequency in Hz	Wool_93_HF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_93_LF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_94_LF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_94_HF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_95_HF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_95_LF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_96_LF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_96_HF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_97_HF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_97_LF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_98_LF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_98_HF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_99_HF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_99_LF Sound Absorption Coefficient continuous	Frequency in Hz	Wool_92_HF_1 Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_92_LF_1 Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_93_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_93_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_94_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_94_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_95_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_95_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_96_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_96_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_97_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_97_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_98_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_98_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_99_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Wool_99_LF Sound Absorption Coefficient 1/3-octave	
4175	0,924466411838243			4175	0,924619841495847					4175	0,912453446044211	4175	0,910579068971223					4175	0,894300948192795	4175	0,847158356750799					4175	0,730758575324555	4175	0,536042744217164																																			
4178,125	0,92473114584187			4178,125	0,924552452173085					4178,125	0,912044285844535	4178,125	0,9101736375253					4178,125	0,893556184171115	4178,125	0,846066474188671					4178,125	0,729208335309729	4178,125	0,533958526094979																																			
4181,25	0,924360437166363			4181,25	0,924867799196836					4181,25	0,91293038946967	4181,25	0,910513348448365					4181,25	0,894708786795212	4181,25	0,846872727296254					4181,25	0,730929845723743	4181,25	0,537024335669053																																			
4184,375	0,924858376172647			4184,375	0,924909983018622					4184,375	0,913547134733354	4184,375	0,910683310897241					4184,375	0,894730079984863	4184,375	0,847258670138019					4184,375	0,731184157729874	4184,375	0,537777490728622																																			
4187,5	0,925755047925266			4187,5	0,92492707525301					4187,5	0,91342128625808	4187,5	0,910754913253368					4187,5	0,89441291878544	4187,5	0,847433780901412					4187,5	0,731246495365843	4187,5	0,538258893493287																																			
4190,625	0,925191148368991			4190,625	0,924899329931252					4190,625	0,913219852831197	4190,625	0,910534832474469					4190,625	0,894013225410394	4190,625	0,847124564393221					4190,625	0,730477428122486	4190,625	0,537278269759946																																			
4193,75	0,925238159118412			4193,75	0,925410467266062					4193,75	0,913463666441514	4193,75	0,910834875402103					4193,75	0,894193199739641	4193,75	0,84710348387668					4193,75	0,730198118211536	4193,75	0,536889392097286																																			
4196,875	0,925852259447994			4196,875	0,925716591637728					4196,875	0,914157773139506	4196,875	0,911123444304893					4196,875	0,894489629401727	4196,875	0,847477896193298					4196,875	0,730996013933491	4196,875	0,538503554066978																																			
4200	0,9260656182363			4200	0,926002183101023					4200	0,91443342029704	4200	0,91093488971221					4200	0,894347926664101	4200	0,847665065353797					4200	0,731391421048602	4200	0,538884941999013																																			
4203,125	0,925562731456523			4203,125	0,926270783838237					4203,125	0,914820536248359	4203,125	0,911427555630395					4203,125	0,894551740054538	4203,125	0,8481612324245					4203,125	0,732309073962854	4203,125	0,540241987246156																																			
4206,25	0,92562641547147			4206,25	0,926764539142251					4206,25	0,915630970405447	4206,25	0,912688299432767					4206,25	0,895963943211406	4206,25	0,850357637448815					4206,25	0,735736560613181	4206,25	0,546236234733482																																			
4209,375	0,925210601369284			4209,375	0,92673455729556					4209,375	0,915120794703086	4209,375	0,912322769293264					4209,375	0,895152576598999	4209,375	0,849630526231921					4209,375	0,734021914505691	4209,375	0,542596401938671																																			
4212,5	0,925442046769996			4212,5	0,926714641961039					4212,5	0,915178094871245	4212,5	0,911716231077755					4212,5	0,89430623737504	4212,5	0,848371100951224					4212,5	0,731383363097786	4212,5	0,538738893115156																																			
4215,625	0,925756734498187			4215,625	0,926578568433771					4215,625	0,915356357946782	4215,625	0,911601580419322					4215,625	0,894111485018833	4215,625	0,848337916935284					4215,625	0,73047202348855	4215,625	0,537963872355482																																			
4218,75	0,925414286809018			4218,75	0,926740480776729					4218,75	0,915443777115384	4218,75	0,911812531486692					4218,75	0,893907335131274	4218,75	0,848635553604894					4218,75	0,730894445517389	4218,75	0,538542382803364																																			
4221,875	0,925187398993149			4221,875	0,927286207806451					4221,875	0,916107721101571	4221,875	0,912345348781679					4221,875	0,893926782553132	4221,875	0,848838786700656					4221,875	0,731504785828889	4221,875	0,539845450680643																																			
4225	0,925341190675947			4225	0,927508484598333					4225	0,916956502682795	4225	0,912714134622749					4225	0,894035743336425	4225	0,849313070807642					4225	0,7321496705611	4225	0,540874162910189																																			
4228,125	0,925735193838309			4228,125	0,928153518738868					4228,125	0,917243663359078	4228,125	0,913043540812305					4228,125	0,894704629589799	4228,125	0,849981551326452					4228,125	0,733766906746996	4228,125	0,543078994907032																																			
4231,25	0,925983892426285			4231,25	0,927642371645287					4231,25	0,916860616212799	4231,25	0,912648574564044					4231,25	0,893866797809253	4231,25	0,848964471042724					4231,25	0,731547963187549	4231,25	0,53987926245568																																			
4234,375	0,925428532789582			4234,375	0,927742756183173					4234,375	0,916870929175403	4234,375	0,913211138052962					4234,375	0,894362341533333	4234,375	0,849484097310072					4234,375	0,732205358697353	4234,375	0,542057709086352																																			
4237,5	0,924726677748095			4237,5	0,928052791866269					4237,5	0,917443835667172	4237,5	0,913606441310428					4237,5	0,894815763106258	4237,5	0,850423810808837					4237,5	0,733677528355272	4237,5	0,543144802135017																																			
4240,625	0,925035652269307			4240,625	0,927567312535459					4240,625	0,917469511582331	4240,625	0,912814128843787					4240,625	0,893864512993151	4240,625	0,849501992215202					4240,625	0,731974793501752	4240,625	0,540092608667293																																			
4243,75	0,925185051024147			4243,75	0,928040643029848					4243,75	0,918487354157143	4243,75	0,913282019016916					4243,75	0,894888033507728	4243,75	0,850742476191816					4243,75	0,73443921637646	4243,75	0,543903935561081																																			
4246,875	0,925523237406983			4246,875	0,92772583884953					4246,875	0,917876076757851	4246,875	0,912599922931416					4246,875	0,893860436367897	4246,875	0,849511133415421					4246,875	0,730759932716375	4246,875	0,538702057253331																																			
4250	0,925938340041117			4250	0,928460756952266					4250	0,917744834865364	4250	0,912569743168531					4250	0,893918049722133	4250	0,849062749643197					4250	0,731679833745813	4250	0,540281652563794																																			
4253,125	0,926401245064958			4253,125	0,929171679990895					4253,125	0,918868097214237	4253,125	0,913377230840171					4253,125	0,894938723943508	4253,125	0,850140373552513					4253,125	0,7337030627939	4253,125	0,543306697312609																																			
4256,25	0,926365206409196			4256,25	0,928925778260331					4256,25	0,918785627675818	4256,25	0,913076011709367					4256,25	0,894680882076731	4256,25	0,849697076182197					4256,25	0,733025169351918	4256,25	0,541324483812034																																			
4259,375	0,926294013519355			4259,375	0,928731048613732					4259,375	0,918716600902671	4259,375	0,91290618829686					4259,375	0,894090990191333	4259,375	0,848991402351488					4259,375	0,732143637637299	4259,375	0,539415159803057																																			
4262,5	0,926501242107018			4262,5	0,928811394845074					4262,5	0,918432626960479	4262,5	0,912379068656239					4262,5	0,893344482113134	4262,5	0,848476565440474					4262,5	0,731135460061899	4262,5	0,538580879230424																																			
4265,625	0,926289725644262			4265,625	0,92916515606523					4265,625	0,918868588315112	4265,625	0,912461896066426					4265,625	0,89403757768679	4265,625	0,848912039927982					4265,625	0,731471425446119	4265,625	0,538414112783996																																			
4268,75	0,926015218146039			4268,75	0,929260171508859					4268,75	0,919016239148812	4268,75	0,912418573094748					4268,75	0,893951362422728	4268,75	0,848617445272184					4268,75	0,731321206382183	4268,75	0,537212542030424																																			
4271,875	0,926952396604023			4271,875	0,929366337109269					4271,875	0,919475601747903	4271,875	0,912462422808788					4271,875	0,894613934142465	4271,875	0,84824160166183					4271,875	0,73201810054137	4271,875	0,538937392796897																																			
4275	0,92606455801473			4275	0,928614241964937					4275	0,920232873020574	4275	0,911981203975507					4275	0,893146873932826	4275	0,847611502428251					4275	0,731710523291775	4275	0,537692267767224																																			
4278,125	0,926234904204148			4278,125	0,928934385314965					4278,125	0,919812394960197	4278,125	0,912037232168921					4278,125	0,893889092924541	4278,125	0,847569195169272					4278,125	0,731373795665983	4278,125	0,536812554747911																																			
4281,25	0,9258524244068			4281,25	0,929208827035936					4281,25	0,920070984415027	4281,25	0,912062602149118					4281,25	0,894225970674554	4281,25	0,847946264527811					4281,25	0,730877747554394	4281,25	0,537285385201444																																			
4284,375	0,926982639344178			4284,375	0,929207342350511					4284,375	0,91937202888905	4284,375	0,911225331121729					4284,375	0,893244380514936	4284,375	0,846398440727859					4284,375	0,728562242561035	4284,375	0,533714800787408																																			
4287,5	0,927636207175696			4287,5	0,92921679062278					4287,5	0,91911133855555	4287,5	0,911450060304305					4287,5	0,893596695110231	4287,5	0,846271820235657					4287,5	0,728711501736996	4287,5	0,532969970494285																																			
4290,625	0,926637552811333			4290,625	0,928991929182442					4290,625	0,919887840739192	4290,625	0,911573954876242					4290,625	0,893790168252834	4290,625	0,846311612687296					4290,625	0,729240462884596	4290,625	0,533864583536127																																			
4293,75	0,926260552458033			4293,75	0,929662605901168					4293,75	0,920857213726368	4293,75	0,912362488269927					4293,75	0,89481664782644	4293,75	0,847712234721457					4293,75	0,732053818195298	4293,75	0,53760908896105																																			
4296,875	0,926475489722076			4296,875	0,930180999757231					4296,875	0,921483721623921	4296,875	0,913030986721021					4296,875	0,895554409553064	4296,875	0,848781656530023					4296,875	0,733628929141406	4296,875	0,539606810126052																																			
4300	0,926907533461407			4300	0,929447583520991					4300	0,921311181293327	4300	0,912374062834721					4300	0,895280774866866	4300	0,84818506512226					4300	0,733005746235108	4300	0,53730665396243																																			
4303,125	0,92657158405652			4303,125	0,928929292738323					4303,125	0,920971561743569	4303,125	0,911389072180165					4303,125	0,894279724637106	4303,125	0,84680973786776					4303,125	0,731618243852125	4303,125	0,535518615228592																																			
4306,25	0,926435641390318			4306,25	0,929495709235394					4306,25	0,92156414868944	4306,25	0,911574622936404					4306,25	0,895385317201623	4306,25	0,847235939093652					4306,25	0,732998214633548	4306,25	0,537607690480574																																			
4309,375	0,926379938073618			4309,375	0,930018927942481					4309,375	0,921696998461657	4309,375	0,911404759876083					4309,375	0,89541403840218	4309,375	0,847119258072758					4309,375	0,733016243071358	4309,375	0,537735565692933																																			
4312,5	0,92652484588046			4312,5	0,929194912521121					4312,5	0,921302418843845	4312,5	0,910694408365626					4312,5	0,894626731398501	4312,5	0,845208919625999					4312,5	0,730138203690276	4312,5	0,53356128706604																																			
4315,625	0,926980541239816			4315,625	0,929678994647635					4315,625	0,922041484660642	4315,625	0,911355223551209					4315,625	0,895439987724623	4315,625	0,846106387447981					4315,625	0,731709986089633	4315,625	0,535543109285053																																			
4318,75	0,927036560213455			4318,75	0,929784000737629					4318,75	0,921750544598672	4318,75	0,911211901630447					4318,75	0,895645309215481	4318,75	0,84567684033316					4318,75	0,730606342937235	4318,75	0,533044835845396																																			
4321,875	0,92760416689754			4321,875	0,929613853273618					4321,875	0,921735133388995	4321,875	0,911439510261195					4321,875	0,895770279877233	4321,875	0,845929559822091					4321,875	0,731672316163641	4321,875	0,533321192925825																																			
4325	0,927109183631826			4325	0,929630591496513					4325	0,922156272072437	4325	0,911981389208012					4325	0,896179680714898	4325	0,846623888774277					4325	0,732613655476955	4325	0,536091099494509																																			
4328,125	0,927149188511405			4328,125	0,929035753367254					4328,125	0,92234288565728	4328,125	0,911432424708668					4328,125	0,895714739591183	4328,125	0,84526038079592					4328,125	0,730033896692602	4328,125	0,531623392418831																																			
4331,25	0,928053619681353			4331,25	0,9288976518534					4331,25	0,921626426414464	4331,25	0,910551200938626					4331,25	0,894883142863514	4331,25	0,84460624757374					4331,25	0,728303125645421	4331,25	0,528978321764803																																			
4334,375	0,927957463319177			4334,375	0,929614989540978					4334,375	0,922112451944035	4334,375	0,91128110644475					4334,375	0,895729747235625	4334,375	0,845723834208288					4334,375	0,731401552696599	4334,375	0,533673447237125																																			
4337,5	0,927291817199738			4337,5	0,928930356382766					4337,5	0,92157514157718	4337,5	0,910797209132752					4337,5	0,89502163370359	4337,5	0,844291273805181					4337,5	0,729023441286904	4337,5	0,529996798121885																																			
4340,625	0,928065321027485			4340,625	0,929629803187338					4340,625	0,922308942487511	4340,625	0,911366943805782					4340,625	0,896000449017095	4340,625	0,845697639399004					4340,625	0,730627986923702	4340,625	0,533900207831245																																			
4343,75	0,928023011323392			4343,75	0,929375429807705					4343,75	0,922458472081936	4343,75	0,911638267702877					4343,75	0,895952874185998	4343,75	0,845111014830916					4343,75	0,729909917642235	4343,75	0,531352805928903																																			
4346,875	0,927426752106627			4346,875	0,929828715860279					4346,875	0,922680107997354	4346,875	0,911623690097874					4346,875	0,896856532196269	4346,875	0,84572025643437					4346,875	0,730328631619033	4346,875	0,533323522083552																																			
4350	0,927972595661211			4350	0,929771771485986					4350	0,922911838568487	4350	0,911494780115758					4350	0,89669816878438	4350	0,846519594740268					4350	0,730520731387493	4350	0,533319389598567																																			
4353,125	0,927980764085833			4353,125	0,929436700304407					4353,125	0,923012040456009	4353,125	0,911556353249883					4353,125	0,896501937619012	4353,125	0,846009301883913					4353,125	0,730000747886574	4353,125	0,531590443332081																																			
4356,25	0,92788213433689			4356,25	0,929797761764867					4356,25	0,923126993594125	4356,25	0,911796655734148					4356,25	0,897006454792394	4356,25	0,845802220047905					4356,25	0,730141459312621	4356,25	0,53224006842406																																			
4359,375	0,928209830974193			4359,375	0,930358808627314					4359,375	0,923433622971089	4359,375	0,912533396404481					4359,375	0,897748011733459	4359,375	0,847843404151489					4359,375	0,73238865002198	4359,375	0,535035575505425																																			
4362,5	0,928409984942141			4362,5	0,929683624121332					4362,5	0,922763949475468	4362,5	0,910692912717182					4362,5	0,896251010379481	4362,5	0,845428767709901					4362,5	0,728649267097705	4362,5	0,52842118957138																																			
4365,625	0,928783759432958			4365,625	0,929731090274907					4365,625	0,923499430693569	4365,625	0,911101168703863					4365,625	0,896188912128364	4365,625	0,844628375795989					4365,625	0,727071094708106	4365,625	0,528197742800464																																			
4368,75	0,92873991074767			4368,75	0,929837956332131					4368,75	0,923080722554485	4368,75	0,910812150751699					4368,75	0,896212011377484	4368,75	0,844806385270166					4368,75	0,726981255358968	4368,75	0,527348516394368																																			
4371,875	0,929479745322397			4371,875	0,930596575624836					4371,875	0,923804185373035	4371,875	0,912049275518492					4371,875	0,897322988566269	4371,875	0,847140177762178					4371,875	0,730437529945061	4371,875	0,533239308960248																																			
4375	0,928790808290571			4375	0,930742844993959					4375	0,92404495943767	4375	0,911982741443778					4375	0,897382086285393	4375	0,848034531972278					4375	0,731631903273074	4375	0,534766721299343																																			
4378,125	0,92941046189704			4378,125	0,929857561216582					4378,125	0,923053256087431	4378,125	0,910411787249498					4378,125	0,89555806274987	4378,125	0,845292923416607					4378,125	0,727467550870468	4378,125	0,52546163299043																																			
4381,25	0,929839744917887			4381,25	0,93102135371718					4381,25	0,923854556841517	4381,25	0,911367557684454					4381,25	0,896139941940543	4381,25	0,846108395462121					4381,25	0,729012765152164	4381,25	0,529889576272354																																			
4384,375	0,928696402881599			4384,375	0,931455163953858					4384,375	0,92432743461363	4384,375	0,912197754030925					4384,375	0,896334470079396	4384,375	0,847305207377804					4384,375	0,729980907397476	4384,375	0,53343112065507																																			
4387,5	0,929423805824008			4387,5	0,931903066036492					4387,5	0,924742389411057	4387,5	0,912937181793276					4387,5	0,896367332132422	4387,5	0,84872267378265					4387,5	0,73186385689359	4387,5	0,536758186227785																																			
4390,625	0,928957503757272			4390,625	0,931894535502394					4390,625	0,924624564741478	4390,625	0,912758875285607					4390,625	0,895556901831865	4390,625	0,847809689261448					4390,625	0,730818227070694	4390,625	0,53362603005642																																			
4393,75	0,929497950735548			4393,75	0,93144064057922					4393,75	0,924066068974369	4393,75	0,912617890765669					4393,75	0,894766447999609	4393,75	0,847252952965781					4393,75	0,72931939808923	4393,75	0,531527542583762																																			
4396,875	0,928912818310751			4396,875	0,931670523169439					4396,875	0,924159245954787	4396,875	0,912392615693178					4396,875	0,894013336432805	4396,875	0,846881285080258					4396,875	0,727353967676325	4396,875	0,529554127979934																																			
4400	0,929448721153533			4400	0,932291764066304					4400	0,924623620599358	4400	0,912615505960092					4400	0,894334430984099	4400	0,847310105454572					4400	0,729000789848976	4400	0,530945182055453																																			
4403,125	0,930143503788156			4403,125	0,932647025250682					4403,125	0,924604933141655	4403,125	0,913366835703464					4403,125	0,894744174964736	4403,125	0,849051518163332					4403,125	0,730946705843802	4403,125	0,534549094019108																																			
4406,25	0,930026382768951			4406,25	0,932727758110475					4406,25	0,924610979220612	4406,25	0,913542937872404					4406,25	0,894396695551345	4406,25	0,849080794014586					4406,25	0,730976748010663	4406,25	0,534353758100004																																			
4409,375	0,929756366556597			4409,375	0,932767947875034					4409,375	0,924086893132762	4409,375	0,913103931703224					4409,375	0,893553573083377	4409,375	0,848670844343124					4409,375	0,728906285570696	4409,375	0,53057786704751																																			
4412,5	0,930638350081932			4412,5	0,93327885963928					4412,5	0,924316446157017	4412,5	0,913541552244012					4412,5	0,893799662750268	4412,5	0,848901367579868					4412,5	0,729074310404087	4412,5	0,531358088933628																																			
4415,625	0,931198123037099			4415,625	0,933413051748226					4415,625	0,923833570341216	4415,625	0,913380051467102					4415,625	0,892985149987359	4415,625	0,848431100072227					4415,625	0,729879119618155	4415,625	0,532664389369946																																			
4418,75	0,931420770613119			4418,75	0,933585855006292					4418,75	0,923331388418207	4418,75	0,913240433634627					4418,75	0,892271599947191	4418,75	0,848861959645753					4418,75	0,729581962734049	4418,75	0,531544614627085																																			
4421,875	0,931350896036113			4421,875	0,933583034664213					4421,875	0,923306859804584	4421,875	0,913312711865359					4421,875	0,891785321247394	4421,875	0,84868130146862					4421,875	0,728388445477225	4421,875	0,531373064796026																																			
4425	0,931938099170161			4425	0,934511109491917					4425	0,923847870370638	4425	0,914103667836441					4425	0,892413436503767	4425	0,8500708777229					4425	0,730135522431794	4425	0,535116255556216																																			
4428,125	0,931671249194874			4428,125	0,934305713771444					4428,125	0,923245181954514	4428,125	0,913929102807043					4428,125	0,891682527991389	4428,125	0,849550201003634					4428,125	0,729223020241867	4428,125	0,53310589074226																																			
4431,25	0,931583750480888			4431,25	0,934346247539363					4431,25	0,923058617824497	4431,25	0,913859988610176					4431,25	0,891451992868777	4431,25	0,849526704278756					4431,25	0,726983556315858	4431,25	0,530319179521143																																			
4434,375	0,932289423199593			4434,375	0,934583777488343					4434,375	0,923065840996992	4434,375	0,914753894139159					4434,375	0,892325474889427	4434,375	0,850121393654792					4434,375	0,727666341890851	4434,375	0,531132002996447																																			
4437,5	0,931657943161361			4437,5	0,935048168033689					4437,5	0,92365205343603	4437,5	0,915226290246066					4437,5	0,892145132032028	4437,5	0,851152457537617					4437,5	0,729091606862356	4437,5	0,53167031892128																																			
4440,625	0,931641634252517			4440,625	0,935296943983189					4440,625	0,923190598521104	4440,625	0,915493718833018					4440,625	0,892104261086216	4440,625	0,85071878190757					4440,625	0,728901109048713	4440,625	0,531754377332377																																			
4443,75	0,93218717159716			4443,75	0,935711292113806					4443,75	0,923479735719825	4443,75	0,915986538359999					4443,75	0,893070213205079	4443,75	0,85194907160824					4443,75	0,732559593477515	4443,75	0,535792224956299																																			
4446,875	0,932831889562844			4446,875	0,935631929780889					4446,875	0,92248284562442	4446,875	0,915464579716642					4446,875	0,89171498251585	4446,875	0,851264725937565					4446,875	0,730340623469184	4446,875	0,53252364348973																																			
4450	0,933058857136488			4450	0,935928793212131					4450	0,922433270775667	4450	0,915458405575089					4450	0,891473063892508	4450	0,850550932739555					4450	0,728653955996584	4450	0,530395536131394																																			
4453,125	0,93311472729992			4453,125	0,936147925058975					4453,125	0,922546591635308	4453,125	0,915949110318264					4453,125	0,892107831304473	4453,125	0,851326002318441					4453,125	0,729247906317302	4453,125	0,532098348529326																																			
4456,25	0,93262939692789			4456,25	0,936707232627971					4456,25	0,922991116540422	4456,25	0,916917733814245					4456,25	0,892715677664057	4456,25	0,852466618815904					4456,25	0,731490261638389	4456,25	0,535071367069695																																			
4459,375	0,93313358109472			4459,375	0,937169412363016					4459,375	0,923560903148939	4459,375	0,917027783546756					4459,375	0,893375940335611	4459,375	0,853163025642174					4459,375	0,73241188231197	4459,375	0,537411530771398																																			
4462,5	0,933156013593201			4462,5	0,936649623834566					4462,5	0,922379124446444	4462,5	0,916686873012109					4462,5	0,891920820934848	4462,5	0,852253812163671					4462,5	0,727635035262659	4462,5	0,531261751005672																																			
4465,625	0,933831471732943			4465,625	0,937561380154609					4465,625	0,92224599462623	4465,625	0,916985968893955					4465,625	0,892629818228065	4465,625	0,852751147712525					4465,625	0,729765981677088	4465,625	0,531523500395951																																			
4468,75	0,933957440702831			4468,75	0,937640667860493					4468,75	0,921989746989252	4468,75	0,916434562086825					4468,75	0,892253562004948	4468,75	0,852340329661051					4468,75	0,729175365451685	4468,75	0,528073917299808																																			
4471,875	0,933651897338259			4471,875	0,937611354654364					4471,875	0,923341351579088	4471,875	0,91721709853655					4471,875	0,89281141407828	4471,875	0,852438966241916					4471,875	0,732856295802702	4471,875	0,532538135297703																																			
4475	0,933138270616209			4475	0,937973199976667					4475	0,923860840089005	4475	0,918113381635636					4475	0,893826076884212	4475	0,853217979656644					4475	0,733020119974035	4475	0,532482387852966																																			
4478,125	0,934107419284159			4478,125	0,938730864358599					4478,125	0,923773829302528	4478,125	0,918335988823986					4478,125	0,894727964315164	4478,125	0,854359078255974					4478,125	0,733459787889402	4478,125	0,534542265754507																																			
4481,25	0,934472580012794			4481,25	0,938221631216086					4481,25	0,923078962677642	4481,25	0,917935495309902					4481,25	0,893436635739836	4481,25	0,853626814132393					4481,25	0,730898148658509	4481,25	0,529974711348274																																			
4484,375	0,935437534271473			4484,375	0,938173679725026					4484,375	0,922736486289289	4484,375	0,917982832766227					4484,375	0,893875519535471	4484,375	0,853031469002342					4484,375	0,730759841145707	4484,375	0,527725508763212																																			
4487,5	0,934443937976816			4487,5	0,938858187505584					4487,5	0,92325773991557	4487,5	0,919009557604972					4487,5	0,895022626291393	4487,5	0,854432159777131					4487,5	0,733628603849816	4487,5	0,531489728976269																																			
4490,625	0,934955770476474			4490,625	0,939846523050394					4490,625	0,924144626097405	4490,625	0,919085918375337					4490,625	0,894476790104033	4490,625	0,854051818386532					4490,625	0,732999539597022	4490,625	0,532182768635337																																			
4493,75	0,935516899291438			4493,75	0,939770416900426					4493,75	0,924512621301403	4493,75	0,919389544539757					4493,75	0,894780025173545	4493,75	0,853636857389795					4493,75	0,733060658403463	4493,75	0,531214750227136																																			
4496,875	0,935560977370676			4496,875	0,940313724318009					4496,875	0,92499483682102	4496,875	0,919846867843736					4496,875	0,895676377392977	4496,875	0,854420564834042					4496,875	0,736403655941191	4496,875	0,534772740863188																																			
4500	0,935616612196175			4500	0,940342299595706					4500	0,925109260262496	4500	0,919630741698259					4500	0,895021851361066	4500	0,853368878218388					4500	0,733100551153018	4500	0,530500010353436																																			
4503,125	0,935163887713813			4503,125	0,940682837851931					4503,125	0,925066569509603	4503,125	0,919719248740306					4503,125	0,895156789032516	4503,125	0,85332323933218					4503,125	0,73315531938209	4503,125	0,531310511169445																																			
4506,25	0,935625196027019			4506,25	0,94051730427507					4506,25	0,924830824571035	4506,25	0,919405041155161					4506,25	0,894946116011739	4506,25	0,852222165393273					4506,25	0,73295829143274	4506,25	0,527423646009043																																			
4509,375	0,936515639354877			4509,375	0,940598298021345					4509,375	0,925427633196019	4509,375	0,919987024326697					4509,375	0,894914096938416	4509,375	0,85265567146388					4509,375	0,733173050755234	4509,375	0,527173193123307																																			
4512,5	0,936827912406169			4512,5	0,941035582358585					4512,5	0,925584978401234	4512,5	0,920505095347988					4512,5	0,895958161626015	4512,5	0,854869064552323					4512,5	0,737467251217944	4512,5	0,532215860755553																																			
4515,625	0,937052454963899			4515,625	0,941389470988619					4515,625	0,925327463255117	4515,625	0,920648625208677					4515,625	0,896508008321255	4515,625	0,85429401525518					4515,625	0,737269846518717	4515,625	0,532316803961015																																			
4518,75	0,936801466493081			4518,75	0,94132319066167					4518,75	0,925402025608144	4518,75	0,920397806985146					4518,75	0,895998006845774	4518,75	0,852913683622479					4518,75	0,733998385092237	4518,75	0,526762225418582																																			
4521,875	0,937162924257617			4521,875	0,941269343225646					4521,875	0,925947064796627	4521,875	0,920935897709437					4521,875	0,896153995524497	4521,875	0,852413391996709					4521,875	0,735027464060339	4521,875	0,527284877621904																																			
4525	0,937471775897468			4525	0,941612800070844					4525	0,925870995029492	4525	0,921531053998811					4525	0,896710932144386	4525	0,853951553039351					4525	0,738016300806649	4525	0,530379377199174																																			
4528,125	0,937869563133759			4528,125	0,942423626210932					4528,125	0,926886149608143	4528,125	0,922331632320992					4528,125	0,897721892868356	4528,125	0,855194220171874					4528,125	0,740046947636535	4528,125	0,536994848267654																																			
4531,25	0,937967548470394			4531,25	0,942884619114797					4531,25	0,927239492226835	4531,25	0,922458063720677					4531,25	0,897668620411758	4531,25	0,855739586672928					4531,25	0,740427040087711	4531,25	0,537114156459289																																			
4534,375	0,937861387524384			4534,375	0,942961340136604					4534,375	0,927020470401215	4534,375	0,922436741163282					4534,375	0,897470759909474	4534,375	0,855150089526163					4534,375	0,739365105372901	4534,375	0,53511631327594																																			
4537,5	0,93792401705322			4537,5	0,94324002721426					4537,5	0,926899577142163	4537,5	0,92291023336945					4537,5	0,897962846569147	4537,5	0,855320202924812					4537,5	0,739893729952249	4537,5	0,53610334294234																																			
4540,625	0,938444548562463			4540,625	0,943415580601115					4540,625	0,927128316268856	4540,625	0,923334184804267					4540,625	0,898144004925524	4540,625	0,856142369935771					4540,625	0,741825468458061	4540,625	0,537433123756334																																			
4543,75	0,93851536134139			4543,75	0,943525740093913					4543,75	0,926972104924773	4543,75	0,923104669132833					4543,75	0,898379914936475	4543,75	0,855782691732038					4543,75	0,740498166191816	4543,75	0,5364370569927																																			
4546,875	0,938463852330662			4546,875	0,943717000781597					4546,875	0,927429228210051	4546,875	0,923450599351268					4546,875	0,898603579689409	4546,875	0,856103058583971					4546,875	0,740621694316284	4546,875	0,535484485914197																																			
4550	0,938799708029351			4550	0,943877459643485					4550	0,927681620968216	4550	0,923467189907473					4550	0,898482255329055	4550	0,855974169813084					4550	0,740336705620473	4550	0,533401612138523																																			
4553,125	0,939263548454242			4553,125	0,944456451806009					4553,125	0,928342108000453	4553,125	0,924401660151883					4553,125	0,899137441939475	4553,125	0,858479008319744					4553,125	0,742245922305576	4553,125	0,538867895656463																																			
