Frequency in Hz	Wool_92_HF_1 Sound Reflection Factor continuous Re	Frequency in Hz	Wool_92_LF_1 Sound Reflection Factor continuous Re	Frequency in Hz	Wool_93_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_93_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_94_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_94_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_95_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_95_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_96_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_96_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_97_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_97_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_98_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_98_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_99_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_99_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_92_HF_1 Sound Reflection Factor continuous Im	Frequency in Hz	Wool_92_LF_1 Sound Reflection Factor continuous Im	Frequency in Hz	Wool_93_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_93_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_94_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_94_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_95_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_95_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_96_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_96_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_97_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_97_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_98_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_98_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_99_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_99_LF Sound Reflection Factor continuous Im	
3812,5	0,264117777347565			3812,5	0,238400772213936					3812,5	0,240089640021324	3812,5	0,185727789998055					3812,5	0,0937692746520042	3812,5	-0,0333179049193859					3812,5	-0,250250905752182	3812,5	-0,456037819385529			3812,5	0,148042872548103			3812,5	0,178916215896606					3812,5	0,196747183799744	3812,5	0,24362725019455					3812,5	0,301851272583008	3812,5	0,369192540645599					3812,5	0,437351942062378	3812,5	0,483759045600891			
3815,625	0,263477623462677			3815,625	0,237531647086143					3815,625	0,239137351512909	3815,625	0,185232535004616					3815,625	0,0934484824538231	3815,625	-0,0332780964672565					3815,625	-0,249402105808258	3815,625	-0,454523950815201			3815,625	0,148695066571236			3815,625	0,179169535636902					3815,625	0,196666359901428	3815,625	0,243556424975395					3815,625	0,301720857620239	3815,625	0,368702203035355					3815,625	0,43679404258728	3815,625	0,483233273029327			
3818,75	0,263854712247849			3818,75	0,238393887877464					3818,75	0,240377828478813	3818,75	0,186378464102745					3818,75	0,0942259132862091	3818,75	-0,0324405916035175					3818,75	-0,249221414327621	3818,75	-0,455178916454315			3818,75	0,14819110929966			3818,75	0,179498359560966					3818,75	0,197339355945587	3818,75	0,24448473751545					3818,75	0,303219050168991	3818,75	0,370558738708496					3818,75	0,439452648162842	3818,75	0,486326515674591			
3821,875	0,263199597597122			3821,875	0,237270370125771					3821,875	0,239585846662521	3821,875	0,18582309782505					3821,875	0,0938593596220016	3821,875	-0,0323449708521366					3821,875	-0,248137772083282	3821,875	-0,45351043343544			3821,875	0,147801443934441			3821,875	0,179372519254684					3821,875	0,197202131152153	3821,875	0,243933334946632					3821,875	0,302392184734344	3821,875	0,370030552148819					3821,875	0,43874192237854	3821,875	0,485922664403915			
3825	0,261815041303635			3825	0,236901164054871					3825	0,239420205354691	3825	0,18546736240387					3825	0,0935729742050171	3825	-0,0331524945795536					3825	-0,248966485261917	3825	-0,454302668571472			3825	0,147233307361603			3825	0,180619522929192					3825	0,198142498731613	3825	0,244730457663536					3825	0,30344220995903	3825	0,371008157730103					3825	0,439517468214035	3825	0,486523687839508			
3828,125	0,262392044067383			3828,125	0,237813279032707					3828,125	0,240188211202621	3828,125	0,187069162726402					3828,125	0,095577634871006	3828,125	-0,0313291475176811					3828,125	-0,246759608387947	3828,125	-0,452016562223434			3828,125	0,14826825261116			3828,125	0,179447919130325					3828,125	0,196894869208336	3828,125	0,243736878037453					3828,125	0,303564727306366	3828,125	0,371712177991867					3828,125	0,441656410694122	3828,125	0,490161389112473			
3831,25	0,262582272291183			3831,25	0,238135635852814					3831,25	0,240043625235558	3831,25	0,186988711357117					3831,25	0,0959664583206177	3831,25	-0,0305571369826794					3831,25	-0,246171817183495	3831,25	-0,451223909854889			3831,25	0,147904321551323			3831,25	0,179560095071793					3831,25	0,196659252047539	3831,25	0,243927225470543					3831,25	0,303856790065765	3831,25	0,371963053941727					3831,25	0,442226856946945	3831,25	0,490865558385849			
3834,375	0,261334449052811			3834,375	0,238294079899788					3834,375	0,240860551595688	3834,375	0,187903225421906					3834,375	0,0970981940627098	3834,375	-0,0295169204473495					3834,375	-0,244923159480095	3834,375	-0,45050635933876			3834,375	0,148030802607536			3834,375	0,179520130157471					3834,375	0,196686029434204	3834,375	0,243830308318138					3834,375	0,304215282201767	3834,375	0,372796088457108					3834,375	0,443805575370789	3834,375	0,493146955966949			
3837,5	0,26136526465416			3837,5	0,237842723727226					3837,5	0,240606725215912	3837,5	0,187838539481163					3837,5	0,0964256823062897	3837,5	-0,0301762856543064					3837,5	-0,245680525898933	3837,5	-0,451341927051544			3837,5	0,147360697388649			3837,5	0,180465400218964					3837,5	0,19797021150589	3837,5	0,24477156996727					3837,5	0,305006951093674	3837,5	0,373454809188843					3837,5	0,444239884614944	3837,5	0,493542045354843			
3840,625	0,261892974376678			3840,625	0,236642092466354					3840,625	0,239601820707321	3840,625	0,187044754624367					3840,625	0,0969522073864937	3840,625	-0,0286809299141169					3840,625	-0,243000611662865	3840,625	-0,447829246520996			3840,625	0,147224888205528			3840,625	0,179208904504776					3840,625	0,196488544344902	3840,625	0,243513971567154					3840,625	0,304077625274658	3840,625	0,372417807579041					3840,625	0,443701148033142	3840,625	0,494048595428467			
3843,75	0,260435909032822			3843,75	0,235467255115509					3843,75	0,238673314452171	3843,75	0,186180621385574					3843,75	0,0969930961728096	3843,75	-0,0284744147211313					3843,75	-0,241969481110573	3843,75	-0,446287542581558			3843,75	0,147011369466782			3843,75	0,178859233856201					3843,75	0,196100130677223	3843,75	0,242758139967918					3843,75	0,30321392416954	3843,75	0,371751666069031					3843,75	0,443060487508774	3843,75	0,493575423955917			
3846,875	0,260113954544067			3846,875	0,236731812357903					3846,875	0,240179181098938	3846,875	0,188029870390892					3846,875	0,0987408608198166	3846,875	-0,027108570560813					3846,875	-0,240538731217384	3846,875	-0,445153474807739			3846,875	0,147219210863113			3846,875	0,178369238972664					3846,875	0,195736035704613	3846,875	0,242596492171288					3846,875	0,303644388914108	3846,875	0,372743666172028					3846,875	0,445396572351456	3846,875	0,496566861867905			
3850	0,260655581951141			3850	0,236296787858009					3850	0,239539757370949	3850	0,187302470207214					3850	0,0982740893959999	3850	-0,0275600515305996					3850	-0,24070417881012	3850	-0,445139735937119			3850	0,146535933017731			3850	0,178864181041718					3850	0,196311429142952	3850	0,242938488721848					3850	0,303924888372421	3850	0,372929930686951					3850	0,445409268140793	3850	0,496425300836563			
3853,125	0,261364728212357			3853,125	0,23611906170845					3853,125	0,238941252231598	3853,125	0,187299653887749					3853,125	0,0980782806873322	3853,125	-0,0274248141795397					3853,125	-0,240330964326859	3853,125	-0,444967150688171			3853,125	0,147114157676697			3853,125	0,179090991616249					3853,125	0,196588084101677	3853,125	0,243122383952141					3853,125	0,304239541292191	3853,125	0,373352080583572					3853,125	0,445878684520721	3853,125	0,497368216514587			
3856,25	0,260777860879898			3856,25	0,237201884388924					3856,25	0,240271285176277	3856,25	0,188864380121231					3856,25	0,0993620827794075	3856,25	-0,0262466780841351					3856,25	-0,239606648683548	3856,25	-0,444597542285919			3856,25	0,147349715232849			3856,25	0,179384216666222					3856,25	0,196712806820869	3856,25	0,243668287992477					3856,25	0,305419772863388	3856,25	0,375009089708328					3856,25	0,448386698961258	3856,25	0,500575065612793			
3859,375	0,260100334882736			3859,375	0,235792055726051					3859,375	0,239748522639275	3859,375	0,188137948513031					3859,375	0,0996703058481216	3859,375	-0,0260023940354586					3859,375	-0,238231897354126	3859,375	-0,442336291074753			3859,375	0,147379502654076			3859,375	0,178841933608055					3859,375	0,196250542998314	3859,375	0,242808252573013					3859,375	0,304550230503082	3859,375	0,373894155025482					3859,375	0,447641879320145	3859,375	0,4994997382164			
3862,5	0,259852588176727			3862,5	0,235427662730217					3862,5	0,239238917827606	3862,5	0,188364118337631					3862,5	0,100529581308365	3862,5	-0,0243116747587919					3862,5	-0,235578432679176	3862,5	-0,439203500747681			3862,5	0,146377369761467			3862,5	0,177640214562416					3862,5	0,194894134998322	3862,5	0,241722300648689					3862,5	0,303492069244385	3862,5	0,373446613550186					3862,5	0,447774559259415	3862,5	0,501250088214874			
3865,625	0,259841769933701			3865,625	0,23592746257782					3865,625	0,239573419094086	3865,625	0,187875136733055					3865,625	0,100405819714069	3865,625	-0,0249163433909416					3865,625	-0,236429840326309	3865,625	-0,440656572580338			3865,625	0,14692959189415			3865,625	0,179404586553574					3865,625	0,19654706120491	3865,625	0,243302047252655					3865,625	0,305089294910431	3865,625	0,374991416931152					3865,625	0,449366480112076	3865,625	0,502660632133484			
3868,75	0,258900225162506			3868,75	0,235441863536835					3868,75	0,239154726266861	3868,75	0,188035756349564					3868,75	0,100713722407818	3868,75	-0,0246884003281593					3868,75	-0,236112356185913	3868,75	-0,440316021442413			3868,75	0,147364601492882			3868,75	0,179423525929451					3868,75	0,196683466434479	3868,75	0,243291795253754					3868,75	0,305353403091431	3868,75	0,375177472829819					3868,75	0,449865877628326	3868,75	0,503151476383209			
3871,875	0,257642775774002			3871,875	0,234338253736496					3871,875	0,238636434078217	3871,875	0,18772728741169					3871,875	0,101400077342987	3871,875	-0,0235173478722572					3871,875	-0,234133377671242	3871,875	-0,437502801418304			3871,875	0,145188972353935			3871,875	0,178272306919098					3871,875	0,195606827735901	3871,875	0,242073446512222					3871,875	0,304034322500229	3871,875	0,374203681945801					3871,875	0,449587047100067	3871,875	0,503671050071716			
3875	0,258219391107559			3875	0,234031289815903					3875	0,238196134567261	3875	0,187950074672699					3875	0,101685762405396	3875	-0,022925853729248					3875	-0,233721926808357	3875	-0,437179952859879			3875	0,145734325051308			3875	0,17824687063694					3875	0,195471286773682	3875	0,242004409432411					3875	0,30423903465271	3875	0,374520510435104					3875	0,450006991624832	3875	0,504313230514526			
3878,125	0,257883787155151			3878,125	0,235601887106895					3878,125	0,239800751209259	3878,125	0,189193293452263					3878,125	0,102827414870262	3878,125	-0,0220285933464766					3878,125	-0,233183369040489	3878,125	-0,43745231628418			3878,125	0,146050721406937			3878,125	0,179114580154419					3878,125	0,195908591151237	3878,125	0,242329403758049					3878,125	0,305323123931885	3878,125	0,376160860061646					3878,125	0,452577859163284	3878,125	0,507499754428864			
3881,25	0,257076054811478			3881,25	0,235041320323944					3881,25	0,238822609186172	3881,25	0,188696950674057					3881,25	0,103123724460602	3881,25	-0,0216935593634844					3881,25	-0,231977134943008	3881,25	-0,435435444116592			3881,25	0,145300164818764			3881,25	0,178771987557411					3881,25	0,195591911673546	3881,25	0,241825774312019					3881,25	0,304503321647644	3881,25	0,37547492980957					3881,25	0,45218101143837	3881,25	0,507695913314819			
3884,375	0,255524605512619			3884,375	0,235728815197945					3884,375	0,240623295307159	3884,375	0,190496414899826					3884,375	0,105279520153999	3884,375	-0,0198854822665453					3884,375	-0,229563057422638	3884,375	-0,433248728513718			3884,375	0,144682079553604			3884,375	0,17740435898304					3884,375	0,193968415260315	3884,375	0,241174399852753					3884,375	0,304597437381744	3884,375	0,376337379217148					3884,375	0,454129427671433	3884,375	0,510396897792816			
3887,5	0,25684067606926			3887,5	0,234866246581078					3887,5	0,239748626947403	3887,5	0,189659535884857					3887,5	0,104515701532364	3887,5	-0,0204173382371664					3887,5	-0,230378851294518	3887,5	-0,433600336313248			3887,5	0,144569650292397			3887,5	0,178235664963722					3887,5	0,195245966315269	3887,5	0,241342663764954					3887,5	0,305163323879242	3887,5	0,376828342676163					3887,5	0,453967332839966	3887,5	0,510061800479889			
3890,625	0,255957782268524			3890,625	0,23460428416729					3890,625	0,239492192864418	3890,625	0,189497485756874					3890,625	0,104795709252357	3890,625	-0,0195051003247499					3890,625	-0,22918327152729	3890,625	-0,43228554725647			3890,625	0,144904285669327			3890,625	0,177860543131828					3890,625	0,194680973887444	3890,625	0,241160735487938					3890,625	0,304876446723938	3890,625	0,376819431781769					3890,625	0,454302400350571	3890,625	0,510990142822266			
3893,75	0,256349802017212			3893,75	0,235404953360558					3893,75	0,240493640303612	3893,75	0,190809532999992					3893,75	0,105415187776089	3893,75	-0,0194680392742157					3893,75	-0,229028835892677	3893,75	-0,432729452848434			3893,75	0,145332023501396			3893,75	0,178554385900497					3893,75	0,19567297399044	3893,75	0,242370799183846					3893,75	0,306107968091965	3893,75	0,378147333860397					3893,75	0,456749081611633	3893,75	0,513893961906433			
3896,875	0,254071980714798			3896,875	0,234691694378853					3896,875	0,23975658416748	3896,875	0,190696507692337					3896,875	0,106236636638641	3896,875	-0,018198948353529					3896,875	-0,227018132805824	3896,875	-0,430070549249649			3896,875	0,145574316382408			3896,875	0,177427768707275					3896,875	0,194750785827637	3896,875	0,241143405437469					3896,875	0,305178970098495	3896,875	0,377537846565247					3896,875	0,456913679838181	3896,875	0,514519572257996			
3900	0,254029870033264			3900	0,234700605273247					3900	0,239871427416801	3900	0,190629228949547					3900	0,106090188026428	3900	-0,0183312781155109					3900	-0,227675512433052	3900	-0,431280851364136			3900	0,143875628709793			3900	0,178483992815018					3900	0,195637956261635	3900	0,242205917835236					3900	0,306499004364014	3900	0,378913253545761					3900	0,458172172307968	3900	0,515643239021301			
3903,125	0,25473341345787			3903,125	0,234485894441605					3903,125	0,239504858851433	3903,125	0,190579980611801					3903,125	0,106273055076599	3903,125	-0,0181042496114969					3903,125	-0,226550281047821	3903,125	-0,429896920919418			3903,125	0,14557372033596			3903,125	0,17807811498642					3903,125	0,19566510617733	3903,125	0,242075219750404					3903,125	0,306358188390732	3903,125	0,37844318151474					3903,125	0,457927525043488	3903,125	0,51597273349762			
3906,25	0,254252582788467			3906,25	0,234938070178032					3906,25	0,239966168999672	3906,25	0,191165372729301					3906,25	0,107813827693462	3906,25	-0,0162195097655058					3906,25	-0,224116399884224	3906,25	-0,42708757519722			3906,25	0,145071685314178			3906,25	0,177482306957245					3906,25	0,194739684462547	3906,25	0,241226747632027					3906,25	0,305528908967972	3906,25	0,377984374761581					3906,25	0,458239555358887	3906,25	0,517420947551727			
3909,375	0,253919214010239			3909,375	0,234271034598351					3909,375	0,239537164568901	3909,375	0,190898105502129					3909,375	0,107411354780197	3909,375	-0,0164943356066942					3909,375	-0,224634766578674	3909,375	-0,427738159894943			3909,375	0,144833967089653			3909,375	0,178095191717148					3909,375	0,194994494318962	3909,375	0,241436466574669					3909,375	0,305816799402237	3909,375	0,378664553165436					3909,375	0,458915293216705	3909,375	0,51776123046875			
3912,5	0,253848195075989			3912,5	0,233434587717056					3912,5	0,238949000835419	3912,5	0,190636873245239					3912,5	0,107021480798721	3912,5	-0,0166617128998041					3912,5	-0,224428877234459	3912,5	-0,427082091569901			3912,5	0,145444259047508			3912,5	0,178481057286263					3912,5	0,1949832290411	3912,5	0,2414580732584					3912,5	0,305976271629334	3912,5	0,379319876432419					3912,5	0,459145665168762	3912,5	0,517779350280762			
3915,625	0,252708047628403			3915,625	0,234114840626717					3915,625	0,240577876567841	3915,625	0,192483127117157					3915,625	0,109589323401451	3915,625	-0,0141457440331578					3915,625	-0,220758050680161	3915,625	-0,423343539237976			3915,625	0,145074024796486			3915,625	0,176907673478127					3915,625	0,193936198949814	3915,625	0,240581721067429					3915,625	0,305801212787628	3915,625	0,379592686891556					3915,625	0,460704416036606	3915,625	0,521570444107056			
3918,75	0,253547877073288			3918,75	0,231875687837601					3918,75	0,23807866871357	3918,75	0,190019384026527					3918,75	0,107031770050526	3918,75	-0,0169249400496483					3918,75	-0,223594397306442	3918,75	-0,426345854997635			3918,75	0,143843084573746			3918,75	0,179328009486198					3918,75	0,195863381028175	3918,75	0,242094099521637					3918,75	0,30660355091095	3918,75	0,379094839096069					3918,75	0,458925038576126	3918,75	0,51851224899292			
3921,875	0,252779245376587			3921,875	0,233963325619698					3921,875	0,241047486662865	3921,875	0,19310399889946					3921,875	0,112039916217327	3921,875	-0,0112753240391612					3921,875	-0,21730200946331	3921,875	-0,419715166091919			3921,875	0,144661799073219			3921,875	0,175798133015633					3921,875	0,192337602376938	3921,875	0,238519191741943					3921,875	0,305462509393692	3921,875	0,379317343235016					3921,875	0,462759584188461	3921,875	0,524866878986359			
3925	0,252585172653198			3925	0,231141522526741					3925	0,238501310348511	3925	0,19091759622097					3925	0,109418816864491	3925	-0,0134876128286123					3925	-0,218740403652191	3925	-0,420200020074844			3925	0,144091457128525			3925	0,176371529698372					3925	0,193600118160248	3925	0,239273592829704					3925	0,304609209299088	3925	0,378396451473236					3925	0,459694266319275	3925	0,521059334278107			
3928,125	0,25174206495285			3928,125	0,231791809201241					3928,125	0,238097131252289	3928,125	0,191202506422997					3928,125	0,110015720129013	3928,125	-0,012775513343513					3928,125	-0,217193067073822	3928,125	-0,418339878320694			3928,125	0,143605008721352			3928,125	0,176345750689507					3928,125	0,193126663565636	3928,125	0,239172592759132					3928,125	0,30474653840065	3928,125	0,378167659044266					3928,125	0,460079044103622	3928,125	0,52227246761322			
3931,25	0,25150853395462			3931,25	0,230727866292					3931,25	0,23703795671463	3931,25	0,189909711480141					3931,25	0,108456589281559	3931,25	-0,0144625790417194					3931,25	-0,219661504030228	3931,25	-0,421292811632156			3931,25	0,143553704023361			3931,25	0,178437307476997					3931,25	0,194904431700706	3931,25	0,240930199623108					3931,25	0,306371301412582	3931,25	0,379033535718918					3931,25	0,46002596616745	3931,25	0,521317780017853			
